sample_id,dataset,match_id,video_relpath,annotation_relpath,start_frame,hit_frame,end_frame,duration_frames,player_side,raw_label,canonical_label,coarse_label,fps,frame_width,frame_height,split,annotation_source,valid
fine_badminton_m01_00014,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8079,,8097,19,lower,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00015,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8101,,8159,59,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00016,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8450,,8494,45,lower,Clear Return of Serve,Clear Return of Serve,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00017,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8496,,8504,9,upper,Smash(Full-length),Smash(Full-length),smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00018,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8918,,8934,17,upper,Short Serve,Short Serve,serve,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00019,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8934,,8952,19,lower,Soft Net Shot Return of Serve,Soft Net Shot Return of Serve,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00020,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8954,,8972,19,upper,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00021,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8974,,8994,21,lower,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00022,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,8996,,9036,41,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00023,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9036,,9060,25,lower,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00024,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9062,,9084,23,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00025,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9088,,9112,25,lower,Defensive Lift,Defensive Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00026,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9114,,9126,13,upper,Smash(Full-length),Smash(Full-length),smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00027,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9128,,9154,27,lower,Drop Shot Return of Smash,Drop Shot Return of Smash,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00028,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9156,,9188,33,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00029,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9188,,9218,31,lower,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00030,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9218,,9234,17,upper,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00031,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9613,,9627,15,lower,Cross-court Net Return of Serve,Cross-court Net Return of Serve,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00032,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9949,,9969,21,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00033,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9969,,9977,9,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00034,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9979,,9991,13,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00035,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9991,,9997,7,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00036,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,9999,,10015,17,upper,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00037,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10017,,10039,23,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00038,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10045,,10061,17,upper,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00039,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10347,,10381,35,upper,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00040,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10381,,10411,31,lower,High Clear,High Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00041,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10411,,10439,29,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00042,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10439,,10453,15,lower,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00043,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10453,,10485,33,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00044,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10485,,10495,11,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00045,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10497,,10515,19,upper,Overhead Cross-court Net Shot,Overhead Cross-court Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00046,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10515,,10533,19,lower,Overhead Cross-court Net Shot,Overhead Cross-court Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00047,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10539,,10571,33,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00048,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10573,,10601,29,lower,High Clear,High Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00049,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10603,,10623,21,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00050,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10625,,10651,27,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00051,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,10651,,10665,15,upper,Smash(Full-length),Smash(Full-length),smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00052,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,11062,,11086,25,lower,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00053,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,11088,,11112,25,upper,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00054,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,11112,,11122,11,lower,Smash(Full-length),Smash(Full-length),smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
