frame_dir,class,label,view,subject,split,total_frames,detected_ratio,mean_confidence
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.14.556-00.02.18.228-seg14,backhand_drive,0,front,Sub13,train,128,0.828125,0.544251
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.20.984-00.02.23.847-seg15,backhand_drive,0,front,Sub13,train,117,0.923077,0.658293
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.27.297-00.02.32.888-seg16,backhand_drive,0,front,Sub13,train,178,0.943820,0.659397
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.39.397-00.02.43.306-seg17,backhand_drive,0,front,Sub13,train,131,0.870229,0.574246
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.46.197-00.02.49.773-seg18,backhand_drive,0,front,Sub13,train,115,0.939130,0.600749
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.02.52.578-00.02.57.818-seg19,backhand_drive,0,front,Sub13,train,176,0.960227,0.636568
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.01.097-00.03.04.496-seg20,backhand_drive,0,front,Sub13,train,106,0.990566,0.672671
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.07.325-00.03.10.405-seg21,backhand_drive,0,front,Sub13,train,104,0.855769,0.556473
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.12.281-00.03.15.992-seg22,backhand_drive,0,front,Sub13,train,121,0.884298,0.560338
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.18.891-00.03.24.619-seg23,backhand_drive,0,front,Sub13,train,200,0.830000,0.534338
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.27.583-00.03.30.649-seg24,backhand_drive,0,front,Sub13,train,111,0.945946,0.610283
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.33.583-00.03.36.830-seg25,backhand_drive,0,front,Sub13,train,116,0.810345,0.540437
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.39.793-00.03.43.305-seg26,backhand_drive,0,front,Sub13,train,131,0.992366,0.662536
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.45.804-00.03.49.651-seg27,backhand_drive,0,front,Sub13,train,141,0.843972,0.546081
train/backhand_drive/front/Sub13/Backhand Drive Front Video-00.03.51.648-00.03.57.074-seg28,backhand_drive,0,front,Sub13,train,184,0.907609,0.600952
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.01.47.679-00.01.50.873-seg01,backhand_drive,0,front,Sub15,train,119,1.000000,0.650615
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.01.52.407-00.01.57.255-seg02,backhand_drive,0,front,Sub15,train,160,1.000000,0.630957
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.00.839-00.02.05.360-seg03,backhand_drive,0,front,Sub15,train,163,1.000000,0.672821
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.09.247-00.02.15.143-seg04,backhand_drive,0,front,Sub15,train,187,1.000000,0.648757
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.17.613-00.02.21.485-seg05,backhand_drive,0,front,Sub15,train,137,1.000000,0.635575
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.24.214-00.02.27.974-seg06,backhand_drive,0,front,Sub15,train,122,1.000000,0.658516
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.30.491-00.02.34.099-seg07,backhand_drive,0,front,Sub15,train,125,1.000000,0.669233
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.36.938-00.02.40.386-seg08,backhand_drive,0,front,Sub15,train,134,1.000000,0.737994
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.43.169-00.02.46.426-seg09,backhand_drive,0,front,Sub15,train,105,1.000000,0.701915
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.49.164-00.02.52.163-seg10,backhand_drive,0,front,Sub15,train,97,1.000000,0.678985
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.02.54.982-00.02.58.446-seg11,backhand_drive,0,front,Sub15,train,120,1.000000,0.666299
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.02.244-00.03.06.059-seg12,backhand_drive,0,front,Sub15,train,138,1.000000,0.624680
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.08.727-00.03.12.727-seg13,backhand_drive,0,front,Sub15,train,128,1.000000,0.629433
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.15.829-00.03.18.948-seg14,backhand_drive,0,front,Sub15,train,105,1.000000,0.682058
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.21.814-00.03.25.077-seg15,backhand_drive,0,front,Sub15,train,109,1.000000,0.690075
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.27.828-00.03.30.999-seg16,backhand_drive,0,front,Sub15,train,106,1.000000,0.691230
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.33.605-00.03.37.218-seg17,backhand_drive,0,front,Sub15,train,113,1.000000,0.652316
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.40.328-00.03.43.895-seg18,backhand_drive,0,front,Sub15,train,133,1.000000,0.673321
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.46.207-00.03.50.095-seg19,backhand_drive,0,front,Sub15,train,139,1.000000,0.724023
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.53.109-00.03.56.133-seg20,backhand_drive,0,front,Sub15,train,110,1.000000,0.675927
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.03.58.774-00.04.02.917-seg21,backhand_drive,0,front,Sub15,train,134,1.000000,0.699325
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.04.150-00.04.10.044-seg22,backhand_drive,0,front,Sub15,train,198,1.000000,0.641586
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.13.310-00.04.17.022-seg23,backhand_drive,0,front,Sub15,train,137,1.000000,0.669371
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.20.335-00.04.24.976-seg24,backhand_drive,0,front,Sub15,train,166,1.000000,0.670944
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.28.185-00.04.32.186-seg25,backhand_drive,0,front,Sub15,train,142,1.000000,0.654246
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.36.076-00.04.38.692-seg26,backhand_drive,0,front,Sub15,train,97,1.000000,0.675226
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.41.925-00.04.44.549-seg27,backhand_drive,0,front,Sub15,train,93,1.000000,0.652093
train/backhand_drive/front/Sub15/Backhand Drive Front Video-00.04.47.391-00.04.50.526-seg28,backhand_drive,0,front,Sub15,train,122,1.000000,0.703301
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.00.16.549-00.00.19.532-seg01,backhand_drive,0,front,Sub16,train,107,1.000000,0.680720
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.01.22.046-00.01.24.343-seg02,backhand_drive,0,front,Sub16,train,72,1.000000,0.700403
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.01.55.453-00.01.57.779-seg03,backhand_drive,0,front,Sub16,train,85,1.000000,0.685298
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.02.52.684-00.02.55.015-seg04,backhand_drive,0,front,Sub16,train,92,1.000000,0.678249
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.03.28.373-00.03.31.017-seg05,backhand_drive,0,front,Sub16,train,92,1.000000,0.668282
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.04.27.744-00.04.30.375-seg06,backhand_drive,0,front,Sub16,train,103,1.000000,0.662741
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.05.05.192-00.05.08.346-seg07,backhand_drive,0,front,Sub16,train,102,1.000000,0.667019
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.05.34.771-00.05.37.705-seg08,backhand_drive,0,front,Sub16,train,113,1.000000,0.659331
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.06.23.864-00.06.26.697-seg09,backhand_drive,0,front,Sub16,train,112,1.000000,0.644260
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.07.00.134-00.07.03.708-seg10,backhand_drive,0,front,Sub16,train,113,1.000000,0.671238
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.07.27.472-00.07.30.619-seg11,backhand_drive,0,front,Sub16,train,122,1.000000,0.644372
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.07.51.705-00.07.55.220-seg12,backhand_drive,0,front,Sub16,train,110,1.000000,0.650151
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.08.33.745-00.08.36.871-seg13,backhand_drive,0,front,Sub16,train,100,1.000000,0.664104
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.09.25.073-00.09.28.378-seg14,backhand_drive,0,front,Sub16,train,115,1.000000,0.662048
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.10.05.434-00.10.08.897-seg15,backhand_drive,0,front,Sub16,train,130,1.000000,0.656799
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.10.29.565-00.10.32.513-seg16,backhand_drive,0,front,Sub16,train,119,1.000000,0.644016
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.11.11.294-00.11.15.000-seg17,backhand_drive,0,front,Sub16,train,133,1.000000,0.659151
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.11.36.161-00.11.39.385-seg18,backhand_drive,0,front,Sub16,train,115,1.000000,0.687550
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.12.12.001-00.12.15.402-seg19,backhand_drive,0,front,Sub16,train,116,1.000000,0.654418
train/backhand_drive/front/Sub16/Backhand Drive Front Video-00.12.37.177-00.12.40.410-seg20,backhand_drive,0,front,Sub16,train,116,1.000000,0.663650
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.01.675-00.00.04.538-seg01,backhand_drive,0,front,Sub18,train,108,1.000000,0.765209
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.08.033-00.00.11.527-seg02,backhand_drive,0,front,Sub18,train,107,1.000000,0.824578
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.14.179-00.00.16.890-seg03,backhand_drive,0,front,Sub18,train,88,1.000000,0.797014
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.19.718-00.00.22.191-seg04,backhand_drive,0,front,Sub18,train,97,1.000000,0.728252
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.24.845-00.00.28.509-seg05,backhand_drive,0,front,Sub18,train,137,1.000000,0.807576
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.31.211-00.00.34.059-seg06,backhand_drive,0,front,Sub18,train,93,1.000000,0.763756
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.36.766-00.00.39.755-seg07,backhand_drive,0,front,Sub18,train,114,1.000000,0.771890
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.42.512-00.00.45.513-seg08,backhand_drive,0,front,Sub18,train,107,1.000000,0.792722
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.48.290-00.00.51.316-seg09,backhand_drive,0,front,Sub18,train,101,1.000000,0.731273
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.53.986-00.00.55.466-seg10,backhand_drive,0,front,Sub18,train,60,1.000000,0.749858
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.00.57.286-00.01.01.173-seg11,backhand_drive,0,front,Sub18,train,142,1.000000,0.735272
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.04.050-00.01.06.977-seg12,backhand_drive,0,front,Sub18,train,106,1.000000,0.746726
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.09.767-00.01.12.909-seg13,backhand_drive,0,front,Sub18,train,104,1.000000,0.744921
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.15.734-00.01.19.181-seg14,backhand_drive,0,front,Sub18,train,112,1.000000,0.691249
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.21.981-00.01.24.751-seg15,backhand_drive,0,front,Sub18,train,99,1.000000,0.753565
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.27.525-00.01.30.765-seg16,backhand_drive,0,front,Sub18,train,99,1.000000,0.680703
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.33.362-00.01.37.116-seg17,backhand_drive,0,front,Sub18,train,140,1.000000,0.752357
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.39.938-00.01.42.793-seg18,backhand_drive,0,front,Sub18,train,100,1.000000,0.717771
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.45.436-00.01.48.489-seg19,backhand_drive,0,front,Sub18,train,121,1.000000,0.733061
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.51.301-00.01.53.932-seg20,backhand_drive,0,front,Sub18,train,104,1.000000,0.747226
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.01.57.091-00.02.01.628-seg21,backhand_drive,0,front,Sub18,train,155,1.000000,0.752207
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.02.04.448-00.02.07.280-seg22,backhand_drive,0,front,Sub18,train,115,1.000000,0.748255
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.02.09.994-00.02.12.657-seg23,backhand_drive,0,front,Sub18,train,96,1.000000,0.742586
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.02.15.471-00.02.18.169-seg24,backhand_drive,0,front,Sub18,train,112,1.000000,0.718393
train/backhand_drive/front/Sub18/Backhand Drive Front Video-00.02.20.893-00.02.23.948-seg25,backhand_drive,0,front,Sub18,train,105,1.000000,0.732215
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.00.48.102-00.00.50.654-seg01,backhand_drive,0,front,Sub19,train,92,1.000000,0.681755
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.00.54.147-00.00.56.801-seg02,backhand_drive,0,front,Sub19,train,97,1.000000,0.660829
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.01.00.214-00.01.02.811-seg03,backhand_drive,0,front,Sub19,train,83,1.000000,0.702848
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.01.06.232-00.01.08.767-seg04,backhand_drive,0,front,Sub19,train,82,1.000000,0.667173
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.01.48.155-00.01.51.380-seg05,backhand_drive,0,front,Sub19,train,108,1.000000,0.677469
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.02.12.511-00.02.15.702-seg06,backhand_drive,0,front,Sub19,train,124,0.943548,0.632743
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.02.26.407-00.02.29.083-seg07,backhand_drive,0,front,Sub19,train,105,1.000000,0.667801
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.02.44.973-00.02.48.021-seg08,backhand_drive,0,front,Sub19,train,103,1.000000,0.693363
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.02.56.696-00.02.59.776-seg09,backhand_drive,0,front,Sub19,train,96,1.000000,0.674198
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.03.14.230-00.03.17.775-seg10,backhand_drive,0,front,Sub19,train,126,0.992063,0.675282
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.04.01.987-00.04.04.839-seg11,backhand_drive,0,front,Sub19,train,116,0.913793,0.630621
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.04.07.370-00.04.10.639-seg12,backhand_drive,0,front,Sub19,train,110,1.000000,0.688299
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.04.37.651-00.04.40.497-seg13,backhand_drive,0,front,Sub19,train,105,1.000000,0.668488
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.04.43.488-00.04.46.363-seg14,backhand_drive,0,front,Sub19,train,101,1.000000,0.684919
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.06.29.175-00.06.31.644-seg15,backhand_drive,0,front,Sub19,train,96,1.000000,0.721514
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.07.08.106-00.07.10.929-seg16,backhand_drive,0,front,Sub19,train,104,1.000000,0.680982
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.08.13.577-00.08.16.857-seg17,backhand_drive,0,front,Sub19,train,110,1.000000,0.661319
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.08.48.746-00.08.52.211-seg18,backhand_drive,0,front,Sub19,train,130,1.000000,0.655791
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.09.08.397-00.09.11.855-seg19,backhand_drive,0,front,Sub19,train,119,1.000000,0.682945
train/backhand_drive/front/Sub19/Backhand Drive Front Video-00.11.00.387-00.11.05.233-seg20,backhand_drive,0,front,Sub19,train,160,1.000000,0.663011
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.00.58.222-00.01.00.726-seg01,backhand_drive,0,front,Sub24,train,82,1.000000,0.672691
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.01.27.473-00.01.30.486-seg02,backhand_drive,0,front,Sub24,train,105,1.000000,0.678843
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.01.50.462-00.01.53.177-seg03,backhand_drive,0,front,Sub24,train,96,1.000000,0.661056
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.02.02.299-00.02.05.565-seg04,backhand_drive,0,front,Sub24,train,107,0.906542,0.592908
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.02.21.855-00.02.24.708-seg05,backhand_drive,0,front,Sub24,train,112,0.937500,0.607624
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.02.44.666-00.02.47.579-seg06,backhand_drive,0,front,Sub24,train,108,0.953704,0.627195
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.03.26.029-00.03.28.806-seg07,backhand_drive,0,front,Sub24,train,115,1.000000,0.673410
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.03.54.848-00.03.57.544-seg08,backhand_drive,0,front,Sub24,train,107,1.000000,0.663010
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.04.17.163-00.04.20.186-seg09,backhand_drive,0,front,Sub24,train,96,1.000000,0.679096
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.04.31.908-00.04.33.598-seg10,backhand_drive,0,front,Sub24,train,78,1.000000,0.660313
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.04.47.920-00.04.50.870-seg11,backhand_drive,0,front,Sub24,train,117,0.914530,0.594801
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.05.04.730-00.05.07.939-seg12,backhand_drive,0,front,Sub24,train,119,0.932773,0.620881
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.05.27.199-00.05.30.433-seg13,backhand_drive,0,front,Sub24,train,103,1.000000,0.640867
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.05.55.238-00.05.58.557-seg14,backhand_drive,0,front,Sub24,train,107,0.906542,0.606940
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.06.23.038-00.06.26.262-seg15,backhand_drive,0,front,Sub24,train,98,0.918367,0.605452
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.06.43.559-00.06.46.315-seg16,backhand_drive,0,front,Sub24,train,106,0.867925,0.576376
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.07.10.883-00.07.14.304-seg17,backhand_drive,0,front,Sub24,train,106,0.830189,0.549053
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.07.39.245-00.07.42.355-seg18,backhand_drive,0,front,Sub24,train,107,0.878505,0.581439
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.07.59.620-00.08.03.071-seg19,backhand_drive,0,front,Sub24,train,129,0.930233,0.618752
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.08.26.436-00.08.29.725-seg20,backhand_drive,0,front,Sub24,train,118,0.847458,0.560336
