frame_dir,label,recording_type,source_group,split
forehand_lift/match/030,1,match,match_01,train
forehand_lift/match/031,1,match,match_01,train
forehand_lift/match/032,1,match,match_01,train
forehand_lift/match/033,1,match,match_01,train
forehand_lift/match/034,1,match,match_01,train
forehand_lift/match/035,1,match,match_01,train
forehand_lift/match/036,1,match,match_01,train
forehand_lift/match/037,1,match,match_01,train
forehand_lift/match/038,1,match,match_01,train
forehand_lift/match/039,1,match,match_01,train
forehand_lift/match/040,1,match,match_01,train
forehand_lift/match/041,1,match,match_01,train
forehand_lift/match/042,1,match,match_01,train
forehand_lift/match/043,1,match,match_01,train
forehand_lift/match/044,1,match,match_01,train
forehand_lift/match/045,1,match,match_01,train
forehand_lift/match/046,1,match,match_01,train
forehand_lift/match/047,1,match,match_01,train
forehand_lift/match/048,1,match,match_01,train
forehand_lift/match/049,1,match,match_01,train
forehand_lift/match/050,1,match,match_01,train
forehand_lift/match/051,1,match,match_01,train
forehand_lift/match/052,1,match,match_01,train
forehand_lift/match/053,1,match,match_01,train
forehand_lift/match/054,1,match,match_01,train
forehand_lift/match/055,1,match,match_01,train
forehand_lift/match/056,1,match,match_01,train
forehand_lift/match/057,1,match,match_01,train
forehand_lift/match/058,1,match,match_01,train
forehand_lift/match/059,1,match,match_01,train
forehand_lift/match/060,1,match,match_01,train
forehand_lift/match/061,1,match,match_01,train
forehand_lift/match/062,1,match,match_01,train
forehand_lift/match/063,1,match,match_01,train
forehand_lift/match/064,1,match,match_01,train
forehand_lift/match/065,1,match,match_01,train
forehand_lift/match/066,1,match,match_01,train
forehand_lift/match/067,1,match,match_01,val
forehand_lift/match/068,1,match,match_01,val
forehand_lift/match/069,1,match,match_01,val
forehand_lift/match/070,1,match,match_01,val
forehand_lift/match/071,1,match,match_01,val
forehand_lift/match/072,1,match,match_01,val
forehand_lift/match/073,1,match,match_01,val
forehand_lift/match/074,1,match,match_01,val
forehand_lift/match/075,1,match,match_01,val
forehand_lift/match/077,1,match,match_01,val
forehand_lift/match/078,1,match,match_01,val
forehand_lift/match/079,1,match,match_01,val
forehand_lift/match/080,1,match,match_01,val
forehand_lift/match/081,1,match,match_01,val
forehand_lift/match/082,1,match,match_01,test
forehand_lift/match/083,1,match,match_01,test
forehand_lift/match/084,1,match,match_01,test
forehand_lift/match/085,1,match,match_01,test
forehand_lift/match/086,1,match,match_01,test
forehand_lift/match/087,1,match,match_01,test
forehand_lift/match/088,1,match,match_01,test
forehand_lift/match/089,1,match,match_01,test
forehand_lift/match/090,1,match,match_01,test
forehand_lift/match/091,1,match,match_01,test
forehand_lift/match/092,1,match,match_01,test
forehand_lift/match/093,1,match,match_01,test
forehand_lift/match/094,1,match,match_01,test
forehand_lift/match/095,1,match,match_01,test
forehand_lift/match/096,1,match,match_01,test
forehand_lift/single_player/forehand_lift (1),1,single_player,forehand_lift/single_player/forehand_lift (1),train
forehand_lift/single_player/forehand_lift (2),1,single_player,forehand_lift/single_player/forehand_lift (2),train
forehand_lift/single_player/forehand_lift (3),1,single_player,forehand_lift/single_player/forehand_lift (3),train
forehand_lift/single_player/forehand_lift (4),1,single_player,forehand_lift/single_player/forehand_lift (4),train
forehand_lift/single_player/forehand_lift (5),1,single_player,forehand_lift/single_player/forehand_lift (5),train
forehand_lift/single_player/forehand_lift (10),1,single_player,forehand_lift/single_player/forehand_lift (10),train
forehand_lift/single_player/forehand_lift (11),1,single_player,forehand_lift/single_player/forehand_lift (11),train
forehand_lift/single_player/forehand_lift (12),1,single_player,forehand_lift/single_player/forehand_lift (12),train
forehand_lift/single_player/forehand_lift (13),1,single_player,forehand_lift/single_player/forehand_lift (13),train
forehand_lift/single_player/forehand_lift (14),1,single_player,forehand_lift/single_player/forehand_lift (14),train
forehand_lift/single_player/forehand_lift (15),1,single_player,forehand_lift/single_player/forehand_lift (15),train
forehand_lift/single_player/forehand_lift (16),1,single_player,forehand_lift/single_player/forehand_lift (16),train
forehand_lift/single_player/forehand_lift (17),1,single_player,forehand_lift/single_player/forehand_lift (17),train
forehand_lift/single_player/forehand_lift (18),1,single_player,forehand_lift/single_player/forehand_lift (18),train
forehand_lift/single_player/forehand_lift (19),1,single_player,forehand_lift/single_player/forehand_lift (19),train
forehand_lift/single_player/forehand_lift (20),1,single_player,forehand_lift/single_player/forehand_lift (20),train
forehand_lift/single_player/forehand_lift (21),1,single_player,forehand_lift/single_player/forehand_lift (21),train
forehand_lift/single_player/forehand_lift (22),1,single_player,forehand_lift/single_player/forehand_lift (22),train
forehand_lift/single_player/forehand_lift (23),1,single_player,forehand_lift/single_player/forehand_lift (23),train
forehand_lift/single_player/forehand_lift (24),1,single_player,forehand_lift/single_player/forehand_lift (24),train
forehand_lift/single_player/forehand_lift (25),1,single_player,forehand_lift/single_player/forehand_lift (25),train
forehand_lift/single_player/forehand_lift (26),1,single_player,forehand_lift/single_player/forehand_lift (26),train
forehand_lift/single_player/forehand_lift (27),1,single_player,forehand_lift/single_player/forehand_lift (27),train
forehand_lift/single_player/forehand_lift (28),1,single_player,forehand_lift/single_player/forehand_lift (28),train
forehand_lift/single_player/forehand_lift (29),1,single_player,forehand_lift/single_player/forehand_lift (29),train
forehand_lift/single_player/forehand_lift (30),1,single_player,forehand_lift/single_player/forehand_lift (30),train
forehand_lift/single_player/forehand_lift (31),1,single_player,forehand_lift/single_player/forehand_lift (31),train
forehand_lift/single_player/forehand_lift (32),1,single_player,forehand_lift/single_player/forehand_lift (32),train
forehand_lift/single_player/forehand_lift (33),1,single_player,forehand_lift/single_player/forehand_lift (33),train
forehand_lift/single_player/forehand_lift (34),1,single_player,forehand_lift/single_player/forehand_lift (34),train
forehand_lift/single_player/forehand_lift (35),1,single_player,forehand_lift/single_player/forehand_lift (35),train
forehand_lift/single_player/forehand_lift (36),1,single_player,forehand_lift/single_player/forehand_lift (36),train
forehand_lift/single_player/forehand_lift (37),1,single_player,forehand_lift/single_player/forehand_lift (37),train
forehand_lift/single_player/forehand_lift (38),1,single_player,forehand_lift/single_player/forehand_lift (38),train
forehand_lift/single_player/forehand_lift (39),1,single_player,forehand_lift/single_player/forehand_lift (39),train
forehand_lift/single_player/forehand_lift (40),1,single_player,forehand_lift/single_player/forehand_lift (40),train
forehand_lift/single_player/forehand_lift (41),1,single_player,forehand_lift/single_player/forehand_lift (41),train
forehand_lift/single_player/forehand_lift (42),1,single_player,forehand_lift/single_player/forehand_lift (42),train
forehand_lift/single_player/forehand_lift (43),1,single_player,forehand_lift/single_player/forehand_lift (43),train
forehand_lift/single_player/forehand_lift (44),1,single_player,forehand_lift/single_player/forehand_lift (44),train
forehand_lift/single_player/forehand_lift (45),1,single_player,forehand_lift/single_player/forehand_lift (45),train
forehand_lift/single_player/forehand_lift (46),1,single_player,forehand_lift/single_player/forehand_lift (46),train
forehand_lift/single_player/forehand_lift (47),1,single_player,forehand_lift/single_player/forehand_lift (47),train
forehand_lift/single_player/forehand_lift (48),1,single_player,forehand_lift/single_player/forehand_lift (48),train
forehand_lift/single_player/forehand_lift (49),1,single_player,forehand_lift/single_player/forehand_lift (49),val
forehand_lift/single_player/forehand_lift (50),1,single_player,forehand_lift/single_player/forehand_lift (50),val
forehand_lift/single_player/forehand_lift (51),1,single_player,forehand_lift/single_player/forehand_lift (51),val
forehand_lift/single_player/forehand_lift (52),1,single_player,forehand_lift/single_player/forehand_lift (52),val
forehand_lift/single_player/forehand_lift (53),1,single_player,forehand_lift/single_player/forehand_lift (53),val
forehand_lift/single_player/forehand_lift (54),1,single_player,forehand_lift/single_player/forehand_lift (54),val
forehand_lift/single_player/forehand_lift (55),1,single_player,forehand_lift/single_player/forehand_lift (55),val
forehand_lift/single_player/forehand_lift (56),1,single_player,forehand_lift/single_player/forehand_lift (56),val
forehand_lift/single_player/forehand_lift (57),1,single_player,forehand_lift/single_player/forehand_lift (57),val
forehand_lift/single_player/forehand_lift (58),1,single_player,forehand_lift/single_player/forehand_lift (58),test
forehand_lift/single_player/forehand_lift (59),1,single_player,forehand_lift/single_player/forehand_lift (59),test
forehand_lift/single_player/forehand_lift (67),1,single_player,forehand_lift/single_player/forehand_lift (67),test
forehand_lift/single_player/forehand_lift (68),1,single_player,forehand_lift/single_player/forehand_lift (68),test
forehand_lift/single_player/forehand_lift (69),1,single_player,forehand_lift/single_player/forehand_lift (69),test
forehand_lift/single_player/forehand_lift (70),1,single_player,forehand_lift/single_player/forehand_lift (70),test
forehand_lift/single_player/forehand_lift (71),1,single_player,forehand_lift/single_player/forehand_lift (71),test
forehand_lift/single_player/forehand_lift (72),1,single_player,forehand_lift/single_player/forehand_lift (72),test
forehand_lift/single_player/forehand_lift (73),1,single_player,forehand_lift/single_player/forehand_lift (73),test
forehand_lift/single_player/forehand_lift (74),1,single_player,forehand_lift/single_player/forehand_lift (74),test
